id_encuesta,id_ticket,id_mesero,calificacion_servicio,comentario,sentimiento
2378,5987,13,4,"Buen servicio, todo rico",positivo
2379,5993,7,4,"Buen servicio, todo rico",positivo
2380,5994,9,3,Servicio regular,neutro
2381,5995,8,3,Servicio regular,neutro
2382,5996,21,4,"Buen servicio, todo rico",positivo
2383,5998,20,4,"Buen servicio, todo rico",positivo
2384,5999,2,4,"Buen servicio, todo rico",positivo
2385,6000,7,3,Servicio regular,neutro
2386,6003,24,4,"Buen servicio, todo rico",positivo
2387,6008,20,4,"Buen servicio, todo rico",positivo
2388,6011,16,3,Servicio regular,neutro
2389,6013,11,4,"Buen servicio, todo rico",positivo
2390,6014,9,4,"Buen servicio, todo rico",positivo
2391,6015,20,4,"Buen servicio, todo rico",positivo
2392,6016,13,4,"Buen servicio, todo rico",positivo
2393,6018,3,4,"Buen servicio, todo rico",positivo
2394,6019,19,3,Servicio regular,neutro
2395,6021,6,4,"Buen servicio, todo rico",positivo
2396,6023,14,4,"Buen servicio, todo rico",positivo
2397,6025,4,3,Servicio regular,neutro
2398,6026,24,4,"Buen servicio, todo rico",positivo
2399,6029,15,3,Servicio regular,neutro
2400,6030,20,5,"Excelente atención, volveré",positivo
2401,6033,6,3,Servicio regular,neutro
2402,6035,5,3,Servicio regular,neutro
2403,6038,4,3,Servicio regular,neutro
2404,6039,20,4,"Buen servicio, todo rico",positivo
2405,6042,22,4,"Buen servicio, todo rico",positivo
2406,6044,2,4,"Buen servicio, todo rico",positivo
2407,6045,15,3,Servicio regular,neutro
2408,6047,6,4,"Buen servicio, todo rico",positivo
2409,6049,21,4,"Buen servicio, todo rico",positivo
2410,6050,8,3,Servicio regular,neutro
2411,6052,17,4,"Buen servicio, todo rico",positivo
2412,6054,2,5,"Excelente atención, volveré",positivo
2413,6055,14,4,"Buen servicio, todo rico",positivo
2414,6061,3,3,Servicio regular,neutro
2415,6065,3,4,"Buen servicio, todo rico",positivo
2416,6070,9,3,Servicio regular,neutro
2417,6075,9,3,Servicio regular,neutro
2418,6076,15,3,Servicio regular,neutro
2419,6077,5,4,"Buen servicio, todo rico",positivo
2420,6082,24,4,"Buen servicio, todo rico",positivo
2421,6085,18,4,"Buen servicio, todo rico",positivo
2422,6086,2,5,"Excelente atención, volveré",positivo
2423,6087,17,4,"Buen servicio, todo rico",positivo
2424,6089,23,4,"Buen servicio, todo rico",positivo
2425,6090,14,3,Servicio regular,neutro
2426,6091,5,4,"Buen servicio, todo rico",positivo
2427,6096,13,3,Servicio regular,neutro
2428,6097,35,4,"Buen servicio, todo rico",positivo
2429,6103,29,5,"Excelente atención, volveré",positivo
2430,6104,25,4,"Buen servicio, todo rico",positivo
2431,6105,37,5,"Excelente atención, volveré",positivo
2432,6107,25,4,"Buen servicio, todo rico",positivo
2433,6109,34,5,"Excelente atención, volveré",positivo
2434,6111,28,2,La atención no fue agradable,negativo
2435,6115,39,4,"Buen servicio, todo rico",positivo
2436,6117,29,4,"Buen servicio, todo rico",positivo
2437,6118,29,4,"Buen servicio, todo rico",positivo
2438,6123,27,4,"Buen servicio, todo rico",positivo
2439,6124,29,5,"Excelente atención, volveré",positivo
2440,6130,32,4,"Buen servicio, todo rico",positivo
2441,6131,34,5,"Excelente atención, volveré",positivo
2442,6134,32,4,"Buen servicio, todo rico",positivo
2443,6136,27,5,"Excelente atención, volveré",positivo
2444,6138,33,3,Servicio regular,neutro
2445,6139,29,5,"Excelente atención, volveré",positivo
2446,6141,37,4,"Buen servicio, todo rico",positivo
2447,6143,31,3,Servicio regular,neutro
2448,6144,26,4,"Buen servicio, todo rico",positivo
2449,6145,37,4,"Buen servicio, todo rico",positivo
2450,6146,40,4,"Buen servicio, todo rico",positivo
2451,6149,46,3,Servicio regular,neutro
2452,6152,44,3,Servicio regular,neutro
2453,6153,48,4,"Buen servicio, todo rico",positivo
2454,6155,46,3,Servicio regular,neutro
2455,6156,41,3,Servicio regular,neutro
2456,6158,43,3,Servicio regular,neutro
2457,6159,45,2,La atención no fue agradable,negativo
2458,6161,45,2,La atención no fue agradable,negativo
2459,6167,48,3,Servicio regular,neutro
2460,6169,45,2,La atención no fue agradable,negativo
2461,6174,46,3,Servicio regular,neutro
2462,6175,42,4,"Buen servicio, todo rico",positivo
2463,6178,8,3,Servicio regular,neutro
2464,6179,5,3,Servicio regular,neutro
2465,6180,2,4,"Buen servicio, todo rico",positivo
2466,6181,1,4,"Buen servicio, todo rico",positivo
2467,6183,12,3,Servicio regular,neutro
2468,6186,8,3,Servicio regular,neutro
2469,6187,23,4,"Buen servicio, todo rico",positivo
2470,6188,24,4,"Buen servicio, todo rico",positivo
2471,6196,12,4,"Buen servicio, todo rico",positivo
2472,6197,4,3,Servicio regular,neutro
2473,6198,9,3,Servicio regular,neutro
2474,6200,1,4,"Buen servicio, todo rico",positivo
2475,6201,6,3,Servicio regular,neutro
2476,6203,8,3,Servicio regular,neutro
2477,6212,5,3,Servicio regular,neutro
2478,6213,8,4,"Buen servicio, todo rico",positivo
2479,6216,3,4,"Buen servicio, todo rico",positivo
2480,6219,22,4,"Buen servicio, todo rico",positivo
2481,6221,6,3,Servicio regular,neutro
2482,6222,20,5,"Excelente atención, volveré",positivo
2483,6226,14,4,"Buen servicio, todo rico",positivo
2484,6228,20,5,"Excelente atención, volveré",positivo
2485,6229,17,3,Servicio regular,neutro
2486,6232,16,3,Servicio regular,neutro
2487,6236,28,2,La atención no fue agradable,negativo
2488,6237,39,4,"Buen servicio, todo rico",positivo
2489,6238,28,3,Servicio regular,neutro
2490,6240,31,3,Servicio regular,neutro
2491,6241,32,4,"Buen servicio, todo rico",positivo
2492,6243,33,3,Servicio regular,neutro
2493,6246,38,4,"Buen servicio, todo rico",positivo
2494,6248,32,4,"Buen servicio, todo rico",positivo
2495,6250,26,4,"Buen servicio, todo rico",positivo
2496,6251,38,3,Servicio regular,neutro
2497,6264,33,3,Servicio regular,neutro
2498,6265,27,5,"Excelente atención, volveré",positivo
2499,6266,35,5,"Excelente atención, volveré",positivo
2500,6269,26,4,"Buen servicio, todo rico",positivo
2501,6271,33,3,Servicio regular,neutro
2502,6273,33,3,Servicio regular,neutro
2503,6274,27,4,"Buen servicio, todo rico",positivo
2504,6276,39,5,"Excelente atención, volveré",positivo
2505,6282,41,3,Servicio regular,neutro
2506,6283,41,3,Servicio regular,neutro
2507,6285,47,3,Servicio regular,neutro
2508,6286,48,3,Servicio regular,neutro
2509,6291,46,3,Servicio regular,neutro
2510,6292,47,4,"Buen servicio, todo rico",positivo
2511,6295,47,3,Servicio regular,neutro
2512,6298,47,4,"Buen servicio, todo rico",positivo
2513,6299,41,2,La atención no fue agradable,negativo
2514,6300,44,3,Servicio regular,neutro
2515,6301,43,4,"Buen servicio, todo rico",positivo
2516,6310,10,3,Servicio regular,neutro
2517,6312,13,4,"Buen servicio, todo rico",positivo
2518,6314,24,4,"Buen servicio, todo rico",positivo
2519,6316,3,3,Servicio regular,neutro
2520,6324,20,4,"Buen servicio, todo rico",positivo
2521,6326,8,4,"Buen servicio, todo rico",positivo
2522,6328,2,4,"Buen servicio, todo rico",positivo
2523,6331,9,4,"Buen servicio, todo rico",positivo
2524,6332,1,4,"Buen servicio, todo rico",positivo
2525,6336,23,3,Servicio regular,neutro
2526,6340,7,4,"Buen servicio, todo rico",positivo
2527,6341,12,4,"Buen servicio, todo rico",positivo
2528,6342,1,3,Servicio regular,neutro
2529,6344,18,5,"Excelente atención, volveré",positivo
2530,6348,8,3,Servicio regular,neutro
2531,6349,9,3,Servicio regular,neutro
2532,6352,1,2,La atención no fue agradable,negativo
2533,6353,4,3,Servicio regular,neutro
2534,6354,1,3,Servicio regular,neutro
2535,6357,1,3,Servicio regular,neutro
2536,6358,20,5,"Excelente atención, volveré",positivo
2537,6359,1,3,Servicio regular,neutro
2538,6361,3,3,Servicio regular,neutro
2539,6362,7,3,Servicio regular,neutro
2540,6367,21,4,"Buen servicio, todo rico",positivo
2541,6369,4,3,Servicio regular,neutro
2542,6370,24,4,"Buen servicio, todo rico",positivo
2543,6374,11,4,"Buen servicio, todo rico",positivo
2544,6375,22,4,"Buen servicio, todo rico",positivo
2545,6378,38,3,Servicio regular,neutro
2546,6388,29,4,"Buen servicio, todo rico",positivo
2547,6389,35,4,"Buen servicio, todo rico",positivo
2548,6392,40,4,"Buen servicio, todo rico",positivo
2549,6393,33,3,Servicio regular,neutro
2550,6394,25,4,"Buen servicio, todo rico",positivo
2551,6395,37,4,"Buen servicio, todo rico",positivo
2552,6403,40,4,"Buen servicio, todo rico",positivo
2553,6404,34,5,"Excelente atención, volveré",positivo
2554,6406,33,3,Servicio regular,neutro
2555,6407,35,4,"Buen servicio, todo rico",positivo
2556,6408,27,4,"Buen servicio, todo rico",positivo
2557,6411,32,4,"Buen servicio, todo rico",positivo
2558,6413,31,4,"Buen servicio, todo rico",positivo
2559,6415,38,3,Servicio regular,neutro
2560,6416,30,4,"Buen servicio, todo rico",positivo
2561,6420,42,4,"Buen servicio, todo rico",positivo
2562,6422,42,4,"Buen servicio, todo rico",positivo
2563,6424,43,4,"Buen servicio, todo rico",positivo
2564,6427,43,3,Servicio regular,neutro
2565,6429,46,3,Servicio regular,neutro
2566,6435,43,4,"Buen servicio, todo rico",positivo
2567,6438,46,2,La atención no fue agradable,negativo
2568,6439,46,3,Servicio regular,neutro
2569,6444,6,4,"Buen servicio, todo rico",positivo
2570,6445,7,4,"Buen servicio, todo rico",positivo
2571,6448,20,5,"Excelente atención, volveré",positivo
2572,6451,17,3,Servicio regular,neutro
2573,6453,5,4,"Buen servicio, todo rico",positivo
2574,6454,13,4,"Buen servicio, todo rico",positivo
2575,6457,22,4,"Buen servicio, todo rico",positivo
2576,6458,10,4,"Buen servicio, todo rico",positivo
2577,6459,4,3,Servicio regular,neutro
2578,6460,8,3,Servicio regular,neutro
2579,6467,4,3,Servicio regular,neutro
2580,6469,15,3,Servicio regular,neutro
2581,6471,17,3,Servicio regular,neutro
2582,6476,13,3,Servicio regular,neutro
2583,6477,21,4,"Buen servicio, todo rico",positivo
2584,6479,15,3,Servicio regular,neutro
2585,6481,2,4,"Buen servicio, todo rico",positivo
2586,6484,9,3,Servicio regular,neutro
2587,6486,24,5,"Excelente atención, volveré",positivo
2588,6489,22,4,"Buen servicio, todo rico",positivo
2589,6490,18,5,"Excelente atención, volveré",positivo
2590,6492,22,3,Servicio regular,neutro
2591,6494,21,3,Servicio regular,neutro
2592,6498,37,4,"Buen servicio, todo rico",positivo
2593,6500,34,4,"Buen servicio, todo rico",positivo
2594,6504,40,4,"Buen servicio, todo rico",positivo
2595,6506,39,4,"Buen servicio, todo rico",positivo
2596,6508,27,4,"Buen servicio, todo rico",positivo
2597,6509,38,3,Servicio regular,neutro
2598,6511,36,3,Servicio regular,neutro
2599,6514,28,3,Servicio regular,neutro
2600,6515,33,3,Servicio regular,neutro
2601,6516,35,4,"Buen servicio, todo rico",positivo
2602,6519,35,5,"Excelente atención, volveré",positivo
2603,6522,37,4,"Buen servicio, todo rico",positivo
2604,6526,35,4,"Buen servicio, todo rico",positivo
2605,6527,36,3,Servicio regular,neutro
2606,6529,42,4,"Buen servicio, todo rico",positivo
2607,6531,44,4,"Buen servicio, todo rico",positivo
2608,6534,41,2,La atención no fue agradable,negativo
2609,6538,44,4,"Buen servicio, todo rico",positivo
2610,6541,45,3,Servicio regular,neutro
2611,6544,42,4,"Buen servicio, todo rico",positivo
2612,6548,48,3,Servicio regular,neutro
2613,6552,21,4,"Buen servicio, todo rico",positivo
2614,6555,3,3,Servicio regular,neutro
2615,6559,22,4,"Buen servicio, todo rico",positivo
2616,6560,6,4,"Buen servicio, todo rico",positivo
2617,6561,2,4,"Buen servicio, todo rico",positivo
2618,6564,17,3,Servicio regular,neutro
2619,6566,24,4,"Buen servicio, todo rico",positivo
2620,6569,8,3,Servicio regular,neutro
2621,6571,14,4,"Buen servicio, todo rico",positivo
2622,6577,23,4,"Buen servicio, todo rico",positivo
2623,6579,13,4,"Buen servicio, todo rico",positivo
2624,6581,11,4,"Buen servicio, todo rico",positivo
2625,6590,15,3,Servicio regular,neutro
2626,6601,19,2,La atención no fue agradable,negativo
2627,6606,10,3,Servicio regular,neutro
2628,6607,15,3,Servicio regular,neutro
2629,6611,22,4,"Buen servicio, todo rico",positivo
2630,6612,19,2,La atención no fue agradable,negativo
2631,6614,23,3,Servicio regular,neutro
2632,6621,15,3,Servicio regular,neutro
2633,6624,27,5,"Excelente atención, volveré",positivo
2634,6625,39,4,"Buen servicio, todo rico",positivo
2635,6631,31,3,Servicio regular,neutro
2636,6635,38,3,Servicio regular,neutro
2637,6636,32,4,"Buen servicio, todo rico",positivo
2638,6639,35,5,"Excelente atención, volveré",positivo
2639,6640,27,4,"Buen servicio, todo rico",positivo
2640,6641,35,4,"Buen servicio, todo rico",positivo
2641,6645,27,5,"Excelente atención, volveré",positivo
2642,6648,37,4,"Buen servicio, todo rico",positivo
2643,6650,32,4,"Buen servicio, todo rico",positivo
2644,6651,27,5,"Excelente atención, volveré",positivo
2645,6659,36,3,Servicio regular,neutro
2646,6661,39,4,"Buen servicio, todo rico",positivo
2647,6663,26,4,"Buen servicio, todo rico",positivo
2648,6665,33,3,Servicio regular,neutro
2649,6666,26,5,"Excelente atención, volveré",positivo
2650,6667,34,4,"Buen servicio, todo rico",positivo
2651,6669,32,5,"Excelente atención, volveré",positivo
2652,6670,47,4,"Buen servicio, todo rico",positivo
2653,6672,46,4,"Buen servicio, todo rico",positivo
2654,6673,44,3,Servicio regular,neutro
2655,6674,45,2,La atención no fue agradable,negativo
2656,6684,48,4,"Buen servicio, todo rico",positivo
2657,6686,42,4,"Buen servicio, todo rico",positivo
2658,6691,42,4,"Buen servicio, todo rico",positivo
2659,6695,43,3,Servicio regular,neutro
2660,6698,15,3,Servicio regular,neutro
2661,6705,15,3,Servicio regular,neutro
2662,6717,9,4,"Buen servicio, todo rico",positivo
2663,6719,17,4,"Buen servicio, todo rico",positivo
2664,6724,20,4,"Buen servicio, todo rico",positivo
2665,6725,5,3,Servicio regular,neutro
2666,6726,2,5,"Excelente atención, volveré",positivo
2667,6727,15,3,Servicio regular,neutro
2668,6728,16,3,Servicio regular,neutro
2669,6729,5,3,Servicio regular,neutro
2670,6730,20,5,"Excelente atención, volveré",positivo
2671,6731,18,4,"Buen servicio, todo rico",positivo
2672,6733,20,5,"Excelente atención, volveré",positivo
2673,6735,8,3,Servicio regular,neutro
2674,6736,24,4,"Buen servicio, todo rico",positivo
2675,6737,21,4,"Buen servicio, todo rico",positivo
2676,6739,6,3,Servicio regular,neutro
2677,6744,24,4,"Buen servicio, todo rico",positivo
2678,6747,22,4,"Buen servicio, todo rico",positivo
2679,6749,10,3,Servicio regular,neutro
2680,6752,34,4,"Buen servicio, todo rico",positivo
2681,6754,38,3,Servicio regular,neutro
2682,6755,32,4,"Buen servicio, todo rico",positivo
2683,6759,34,4,"Buen servicio, todo rico",positivo
2684,6761,32,4,"Buen servicio, todo rico",positivo
2685,6762,37,5,"Excelente atención, volveré",positivo
2686,6765,25,4,"Buen servicio, todo rico",positivo
2687,6767,30,4,"Buen servicio, todo rico",positivo
2688,6769,26,4,"Buen servicio, todo rico",positivo
2689,6771,37,4,"Buen servicio, todo rico",positivo
2690,6772,31,4,"Buen servicio, todo rico",positivo
2691,6773,32,4,"Buen servicio, todo rico",positivo
2692,6775,29,4,"Buen servicio, todo rico",positivo
2693,6777,34,5,"Excelente atención, volveré",positivo
2694,6778,25,5,"Excelente atención, volveré",positivo
2695,6780,28,3,Servicio regular,neutro
2696,6783,40,4,"Buen servicio, todo rico",positivo
2697,6786,39,4,"Buen servicio, todo rico",positivo
2698,6787,31,4,"Buen servicio, todo rico",positivo
2699,6788,29,3,Servicio regular,neutro
2700,6794,25,4,"Buen servicio, todo rico",positivo
2701,6795,39,4,"Buen servicio, todo rico",positivo
2702,6796,30,4,"Buen servicio, todo rico",positivo
2703,6798,32,5,"Excelente atención, volveré",positivo
2704,6801,31,4,"Buen servicio, todo rico",positivo
2705,6805,40,4,"Buen servicio, todo rico",positivo
2706,6811,42,4,"Buen servicio, todo rico",positivo
2707,6814,42,4,"Buen servicio, todo rico",positivo
2708,6815,48,4,"Buen servicio, todo rico",positivo
2709,6820,46,3,Servicio regular,neutro
2710,6821,45,2,La atención no fue agradable,negativo
2711,6824,47,3,Servicio regular,neutro
2712,6825,43,4,"Buen servicio, todo rico",positivo
2713,6827,45,2,La atención no fue agradable,negativo
2714,6828,3,3,Servicio regular,neutro
2715,6830,24,4,"Buen servicio, todo rico",positivo
2716,6831,15,3,Servicio regular,neutro
2717,6835,14,3,Servicio regular,neutro
2718,6838,19,3,Servicio regular,neutro
2719,6839,18,4,"Buen servicio, todo rico",positivo
2720,6840,18,4,"Buen servicio, todo rico",positivo
2721,6841,4,3,Servicio regular,neutro
2722,6843,9,3,Servicio regular,neutro
2723,6844,1,3,Servicio regular,neutro
2724,6845,6,4,"Buen servicio, todo rico",positivo
2725,6849,17,4,"Buen servicio, todo rico",positivo
2726,6854,13,3,Servicio regular,neutro
2727,6855,20,5,"Excelente atención, volveré",positivo
2728,6859,5,3,Servicio regular,neutro
2729,6869,9,4,"Buen servicio, todo rico",positivo
2730,6870,18,4,"Buen servicio, todo rico",positivo
2731,6872,7,4,"Buen servicio, todo rico",positivo
2732,6873,16,3,Servicio regular,neutro
2733,6875,13,4,"Buen servicio, todo rico",positivo
2734,6877,9,4,"Buen servicio, todo rico",positivo
2735,6879,3,3,Servicio regular,neutro
2736,6880,5,3,Servicio regular,neutro
2737,6882,1,4,"Buen servicio, todo rico",positivo
2738,6887,1,3,Servicio regular,neutro
2739,6889,2,4,"Buen servicio, todo rico",positivo
2740,6894,3,3,Servicio regular,neutro
2741,6895,14,4,"Buen servicio, todo rico",positivo
2742,6897,3,3,Servicio regular,neutro
2743,6901,6,3,Servicio regular,neutro
2744,6910,11,4,"Buen servicio, todo rico",positivo
2745,6911,1,3,Servicio regular,neutro
2746,6913,22,4,"Buen servicio, todo rico",positivo
2747,6914,1,3,Servicio regular,neutro
2748,6915,19,2,La atención no fue agradable,negativo
2749,6916,17,4,"Buen servicio, todo rico",positivo
2750,6918,10,3,Servicio regular,neutro
2751,6922,6,3,Servicio regular,neutro
2752,6923,24,4,"Buen servicio, todo rico",positivo
2753,6924,3,4,"Buen servicio, todo rico",positivo
2754,6928,28,2,La atención no fue agradable,negativo
2755,6930,33,4,"Buen servicio, todo rico",positivo
2756,6931,36,2,La atención no fue agradable,negativo
2757,6932,38,3,Servicio regular,neutro
2758,6935,39,5,"Excelente atención, volveré",positivo
2759,6939,29,4,"Buen servicio, todo rico",positivo
2760,6948,34,4,"Buen servicio, todo rico",positivo
2761,6950,39,4,"Buen servicio, todo rico",positivo
2762,6952,40,4,"Buen servicio, todo rico",positivo
2763,6955,29,4,"Buen servicio, todo rico",positivo
2764,6956,33,3,Servicio regular,neutro
2765,6958,33,3,Servicio regular,neutro
2766,6964,26,4,"Buen servicio, todo rico",positivo
2767,6965,26,5,"Excelente atención, volveré",positivo
2768,6968,34,5,"Excelente atención, volveré",positivo
2769,6972,40,5,"Excelente atención, volveré",positivo
2770,6973,34,4,"Buen servicio, todo rico",positivo
2771,6977,38,3,Servicio regular,neutro
2772,6982,34,4,"Buen servicio, todo rico",positivo
2773,6986,36,2,La atención no fue agradable,negativo
2774,6990,48,3,Servicio regular,neutro
2775,6992,48,4,"Buen servicio, todo rico",positivo
2776,6995,41,3,Servicio regular,neutro
2777,6997,42,5,"Excelente atención, volveré",positivo
2778,7000,47,3,Servicio regular,neutro
2779,7001,46,3,Servicio regular,neutro
2780,7006,42,5,"Excelente atención, volveré",positivo
2781,7007,46,3,Servicio regular,neutro
2782,7009,42,4,"Buen servicio, todo rico",positivo
2783,7010,48,3,Servicio regular,neutro
2784,7012,48,3,Servicio regular,neutro
2785,7014,2,4,"Buen servicio, todo rico",positivo
2786,7015,17,4,"Buen servicio, todo rico",positivo
2787,7016,19,2,La atención no fue agradable,negativo
2788,7017,24,4,"Buen servicio, todo rico",positivo
2789,7018,23,4,"Buen servicio, todo rico",positivo
2790,7024,13,3,Servicio regular,neutro
2791,7025,2,5,"Excelente atención, volveré",positivo
2792,7027,1,3,Servicio regular,neutro
2793,7029,1,3,Servicio regular,neutro
2794,7033,8,3,Servicio regular,neutro
2795,7037,8,3,Servicio regular,neutro
2796,7038,8,3,Servicio regular,neutro
2797,7040,6,3,Servicio regular,neutro
2798,7042,15,3,Servicio regular,neutro
2799,7047,6,3,Servicio regular,neutro
2800,7048,3,3,Servicio regular,neutro
2801,7049,21,4,"Buen servicio, todo rico",positivo
2802,7054,9,3,Servicio regular,neutro
2803,7056,21,4,"Buen servicio, todo rico",positivo
2804,7058,13,3,Servicio regular,neutro
2805,7060,18,4,"Buen servicio, todo rico",positivo
2806,7061,24,4,"Buen servicio, todo rico",positivo
2807,7068,10,4,"Buen servicio, todo rico",positivo
2808,7069,19,2,La atención no fue agradable,negativo
2809,7071,11,4,"Buen servicio, todo rico",positivo
2810,7074,3,4,"Buen servicio, todo rico",positivo
2811,7075,6,3,Servicio regular,neutro
2812,7076,4,3,Servicio regular,neutro
2813,7077,7,4,"Buen servicio, todo rico",positivo
2814,7078,16,3,Servicio regular,neutro
2815,7079,11,3,Servicio regular,neutro
2816,7082,18,4,"Buen servicio, todo rico",positivo
2817,7088,22,4,"Buen servicio, todo rico",positivo
2818,7090,31,3,Servicio regular,neutro
2819,7091,27,4,"Buen servicio, todo rico",positivo
2820,7092,34,5,"Excelente atención, volveré",positivo
2821,7094,38,3,Servicio regular,neutro
2822,7096,27,5,"Excelente atención, volveré",positivo
2823,7097,27,4,"Buen servicio, todo rico",positivo
2824,7099,36,3,Servicio regular,neutro
2825,7103,32,4,"Buen servicio, todo rico",positivo
2826,7104,27,4,"Buen servicio, todo rico",positivo
2827,7105,28,3,Servicio regular,neutro
2828,7107,40,4,"Buen servicio, todo rico",positivo
2829,7113,31,3,Servicio regular,neutro
2830,7114,34,4,"Buen servicio, todo rico",positivo
2831,7115,25,4,"Buen servicio, todo rico",positivo
2832,7116,36,3,Servicio regular,neutro
2833,7121,35,4,"Buen servicio, todo rico",positivo
2834,7122,36,3,Servicio regular,neutro
2835,7124,35,4,"Buen servicio, todo rico",positivo
2836,7125,33,4,"Buen servicio, todo rico",positivo
2837,7128,27,5,"Excelente atención, volveré",positivo
2838,7131,39,5,"Excelente atención, volveré",positivo
2839,7132,38,3,Servicio regular,neutro
2840,7133,33,4,"Buen servicio, todo rico",positivo
2841,7137,29,4,"Buen servicio, todo rico",positivo
2842,7138,27,4,"Buen servicio, todo rico",positivo
2843,7139,26,5,"Excelente atención, volveré",positivo
2844,7140,33,3,Servicio regular,neutro
2845,7141,35,4,"Buen servicio, todo rico",positivo
2846,7143,26,4,"Buen servicio, todo rico",positivo
2847,7144,38,4,"Buen servicio, todo rico",positivo
2848,7145,31,3,Servicio regular,neutro
2849,7148,47,3,Servicio regular,neutro
2850,7150,43,3,Servicio regular,neutro
2851,7153,47,4,"Buen servicio, todo rico",positivo
2852,7155,43,3,Servicio regular,neutro
2853,7159,46,3,Servicio regular,neutro
2854,7160,48,4,"Buen servicio, todo rico",positivo
2855,7165,42,4,"Buen servicio, todo rico",positivo
2856,7166,47,4,"Buen servicio, todo rico",positivo
2857,7167,48,4,"Buen servicio, todo rico",positivo
2858,7168,41,3,Servicio regular,neutro
2859,7169,41,3,Servicio regular,neutro
2860,7170,43,3,Servicio regular,neutro
2861,7171,42,3,Servicio regular,neutro
2862,7172,43,4,"Buen servicio, todo rico",positivo
2863,7178,5,3,Servicio regular,neutro
2864,7184,10,4,"Buen servicio, todo rico",positivo
2865,7188,12,3,Servicio regular,neutro
2866,7190,21,4,"Buen servicio, todo rico",positivo
2867,7192,3,4,"Buen servicio, todo rico",positivo
2868,7195,8,3,Servicio regular,neutro
2869,7197,22,4,"Buen servicio, todo rico",positivo
2870,7200,18,4,"Buen servicio, todo rico",positivo
2871,7204,2,4,"Buen servicio, todo rico",positivo
2872,7207,23,4,"Buen servicio, todo rico",positivo
2873,7209,24,4,"Buen servicio, todo rico",positivo
2874,7210,9,3,Servicio regular,neutro
2875,7212,17,3,Servicio regular,neutro
2876,7213,6,4,"Buen servicio, todo rico",positivo
2877,7214,2,4,"Buen servicio, todo rico",positivo
2878,7219,21,5,"Excelente atención, volveré",positivo
2879,7231,22,4,"Buen servicio, todo rico",positivo
2880,7232,16,2,La atención no fue agradable,negativo
2881,7236,27,5,"Excelente atención, volveré",positivo
2882,7237,37,4,"Buen servicio, todo rico",positivo
2883,7242,31,4,"Buen servicio, todo rico",positivo
2884,7243,39,4,"Buen servicio, todo rico",positivo
2885,7245,40,5,"Excelente atención, volveré",positivo
2886,7247,31,4,"Buen servicio, todo rico",positivo
2887,7252,27,4,"Buen servicio, todo rico",positivo
2888,7253,27,4,"Buen servicio, todo rico",positivo
2889,7256,26,4,"Buen servicio, todo rico",positivo
2890,7261,34,4,"Buen servicio, todo rico",positivo
2891,7263,29,4,"Buen servicio, todo rico",positivo
2892,7271,31,3,Servicio regular,neutro
2893,7272,32,4,"Buen servicio, todo rico",positivo
2894,7274,44,3,Servicio regular,neutro
2895,7275,48,3,Servicio regular,neutro
2896,7277,41,3,Servicio regular,neutro
2897,7281,45,2,La atención no fue agradable,negativo
2898,7282,48,3,Servicio regular,neutro
2899,7285,48,3,Servicio regular,neutro
2900,7286,47,4,"Buen servicio, todo rico",positivo
2901,7287,42,5,"Excelente atención, volveré",positivo
2902,7288,46,3,Servicio regular,neutro
2903,7292,44,3,Servicio regular,neutro
2904,7293,41,2,La atención no fue agradable,negativo
2905,7297,14,3,Servicio regular,neutro
2906,7300,11,4,"Buen servicio, todo rico",positivo
2907,7301,23,4,"Buen servicio, todo rico",positivo
2908,7302,4,3,Servicio regular,neutro
2909,7304,2,4,"Buen servicio, todo rico",positivo
2910,7305,10,3,Servicio regular,neutro
2911,7306,3,3,Servicio regular,neutro
2912,7307,13,4,"Buen servicio, todo rico",positivo
2913,7310,20,4,"Buen servicio, todo rico",positivo
2914,7312,16,3,Servicio regular,neutro
2915,7313,16,3,Servicio regular,neutro
2916,7314,1,3,Servicio regular,neutro
2917,7315,2,4,"Buen servicio, todo rico",positivo
2918,7316,12,4,"Buen servicio, todo rico",positivo
2919,7317,9,3,Servicio regular,neutro
2920,7318,5,4,"Buen servicio, todo rico",positivo
2921,7320,24,4,"Buen servicio, todo rico",positivo
2922,7323,10,3,Servicio regular,neutro
2923,7326,7,4,"Buen servicio, todo rico",positivo
2924,7331,11,3,Servicio regular,neutro
2925,7333,7,3,Servicio regular,neutro
2926,7334,12,4,"Buen servicio, todo rico",positivo
2927,7336,1,3,Servicio regular,neutro
2928,7338,7,3,Servicio regular,neutro
2929,7339,20,4,"Buen servicio, todo rico",positivo
2930,7342,9,3,Servicio regular,neutro
2931,7343,21,4,"Buen servicio, todo rico",positivo
2932,7345,1,4,"Buen servicio, todo rico",positivo
2933,7347,15,4,"Buen servicio, todo rico",positivo
2934,7349,9,3,Servicio regular,neutro
2935,7352,8,4,"Buen servicio, todo rico",positivo
2936,7359,25,4,"Buen servicio, todo rico",positivo
2937,7362,38,4,"Buen servicio, todo rico",positivo
2938,7364,38,3,Servicio regular,neutro
2939,7366,37,3,Servicio regular,neutro
2940,7367,34,4,"Buen servicio, todo rico",positivo
2941,7368,27,5,"Excelente atención, volveré",positivo
2942,7377,40,4,"Buen servicio, todo rico",positivo
2943,7379,40,5,"Excelente atención, volveré",positivo
2944,7382,39,4,"Buen servicio, todo rico",positivo
2945,7383,36,3,Servicio regular,neutro
2946,7387,32,4,"Buen servicio, todo rico",positivo
